"Name","Team","Age","playerid","mlbid","NameTeam"
"Brett Siddall","- - -",23,"sa875635",615702,"Brett Siddall (- - -)"
"Brandon Benson","- - -",22,"sa3002879",676773,"Brandon Benson (- - -)"
"Jake Ring","- - -",23,"sa918728",642014,"Jake Ring (- - -)"
"Hector Leon","Orioles (R)",17,"sa3005553",678749,"Hector Leon (Orioles (R))"
"Aramis Ademan","Cubs (A+)",19,"sa917352",666620,"Aramis Ademan (Cubs (A+))"
"Louis Boyd","- - -",24,"sa3004038",666917,"Louis Boyd (- - -)"
"Leonardo Reginatto","Twins (AAA)",28,"sa504970",553891,"Leonardo Reginatto (Twins (AAA))"
"Nick Thurman","- - -",24,"sa919821",667506,"Nick Thurman (- - -)"
"Chris Diaz","- - -",27,"sa621581",621036,"Chris Diaz (- - -)"
"Taylor Sparks","- - -",25,"sa599278",607221,"Taylor Sparks (- - -)"
"Jose Bonilla","Athletics (R)",17,"sa3005528",678593,"Jose Bonilla (Athletics (R))"
"Oliver Nunez","- - -",23,"sa828147",650615,"Oliver Nunez (- - -)"
"Jhalan Jackson","- - -",25,"sa875208",641720,"Jhalan Jackson (- - -)"
"Zac Shepherd","- - -",22,"sa830224",626925,"Zac Shepherd (- - -)"
"Luis Yanel Diaz","Dodgers (R)",18,"sa3002846",672504,"Luis Yanel Diaz (Dodgers (R))"
"Andres Parra","Mets (R)",18,"sa3005594",679487,"Andres Parra (Mets (R))"
"Xionel Garcia","Royals (R)",17,"sa3005560",678797,"Xionel Garcia (Royals (R))"
"Caleb Hamilton","Twins (A+)",23,"sa738961",643348,"Caleb Hamilton (Twins (A+))"
"Nick Plummer","Cardinals (A)",21,"sa874684",663911,"Nick Plummer (Cardinals (A))"
"Matt Morales","- - -",21,"sa876379",665168,"Matt Morales (- - -)"
"Keudy Bocio","Phillies (A-)",19,"sa917128",665562,"Keudy Bocio (Phillies (A-))"
"Shane Matheny","Giants (A)",22,"sa3004780",676847,"Shane Matheny (Giants (A))"
"Starling Joseph","Rangers (A-)",19,"sa872576",660702,"Starling Joseph (Rangers (A-))"
"Jandel Paulino","Marlins (R)",17,"sa3005779",678890,"Jandel Paulino (Marlins (R))"
"Vladimir Echavarria","Padres (R)",18,"sa3005733",678291,"Vladimir Echavarria (Padres (R))"
"Jerrick Suiter","Pirates (AAA)",25,"sa599740",607088,"Jerrick Suiter (Pirates (AAA))"
"Nick Schulz","- - -",27,"sa829877",655719,"Nick Schulz (- - -)"
"Nelson Medina","Yankees (R)",17,"sa3005549",678729,"Nelson Medina (Yankees (R))"
"Jonah Todd","Angels (A+)",22,"sa3002724",676602,"Jonah Todd (Angels (A+))"
"Devin Hairston","- - -",22,"sa915575",670767,"Devin Hairston (- - -)"
"Nick Lovullo","- - -",24,"sa659264",623517,"Nick Lovullo (- - -)"
"Keon Barnum","White Sox (AA)",25,"sa657864",621572,"Keon Barnum (White Sox (AA))"
"Trenton Kemp","Red Sox (A+)",22,"sa829348",657231,"Trenton Kemp (Red Sox (A+))"
"Malvin Nunez","Mets (R)",19,"sa3005632",681737,"Malvin Nunez (Mets (R))"
"Ulrich Bojarski","- - -",19,"sa3004381",672531,"Ulrich Bojarski (- - -)"
"Lucas Herbert","Braves (A+)",21,"sa874793",663726,"Lucas Herbert (Braves (A+))"
"Eric Stamets","Indians (AAA)",26,"sa621787",608715,"Eric Stamets (Indians (AAA))"
"Alex Jackson","- - -",22,"sa828663",656577,"Alex Jackson (- - -)"
"Alexis Pantoja","- - -",22,"sa829182",656822,"Alexis Pantoja (- - -)"
"Ellian Rondon","Phillies (R)",18,"sa3005785",679201,"Ellian Rondon (Phillies (R))"
"Ezequiel Duran","Yankees (R)",19,"sa3005271",677649,"Ezequiel Duran (Yankees (R))"
"Brandon Downes","- - -",25,"sa602678",605213,"Brandon Downes (- - -)"
"Juan Batista","Diamondbacks (R)",17,"sa3005629",681708,"Juan Batista (Diamondbacks (R))"
"Zane Gurwitz","- - -",23,"sa3004062",676813,"Zane Gurwitz (- - -)"
"Federico Polanco","Mets (R)",17,"sa3005571",678836,"Federico Polanco (Mets (R))"
"Casey Hughston","Pirates (A+)",24,"sa874093",641713,"Casey Hughston (Pirates (A+))"
"Jordy Barley","Padres (R)",18,"sa3004148",672357,"Jordy Barley (Padres (R))"
"Carlos Sanchez","Red Sox (R)",17,"sa3005618",642333,"Carlos Sanchez (Red Sox (R))"
"Jonah Arenado","Giants (AA)",23,"sa738199",643198,"Jonah Arenado (Giants (AA))"
"Sandro Fabian","Giants (A+)",20,"sa872803",660758,"Sandro Fabian (Giants (A+))"
"Anthony Pereira","- - -",21,"sa826663",645300,"Anthony Pereira (- - -)"
"Sebastian Ochoa","- - -",20,"sa917417",667364,"Sebastian Ochoa (- - -)"
"Jesse Hodges","Cubs (AA)",24,"sa739560",615694,"Jesse Hodges (Cubs (AA))"
"Chris Okey","- - -",23,"sa738505",608360,"Chris Okey (- - -)"
"Marcus Littlewood","- - -",26,"sa548261",547171,"Marcus Littlewood (- - -)"
"Eric Jagielo","Marlins (AA)",26,"sa550383",592429,"Eric Jagielo (Marlins (AA))"
"Brayan Gonzalez","Phillies (A-)",18,"sa3004384",672759,"Brayan Gonzalez (Phillies (A-))"
"Martin Olivas","Tigers (R)",16,"sa3005737",678395,"Martin Olivas (Tigers (R))"
"Kyle Martin","- - -",25,"sa829261",657674,"Kyle Martin (- - -)"
"Connor Lien","Braves (AA)",24,"sa658195",621457,"Connor Lien (Braves (AA))"
"Kody Eaves","- - -",24,"sa658290",623238,"Kody Eaves (- - -)"
"Gabriel Garcia","Brewers (A)",20,"sa875999",515808,"Gabriel Garcia (Brewers (A))"
"Luke Wakamatsu","Indians (A+)",21,"sa875259",663788,"Luke Wakamatsu (Indians (A+))"
"Anthony Churlin","- - -",21,"sa918339",669638,"Anthony Churlin (- - -)"
"Keithron Moss","Rangers (R)",16,"sa3005599",679736,"Keithron Moss (Rangers (R))"
"Jeff Hendrix","Yankees (AA)",24,"sa829803",657225,"Jeff Hendrix (Yankees (AA))"
"Jeikol Contreras","- - -",18,"sa3003333",672788,"Jeikol Contreras (- - -)"
"Addison Barger","Blue Jays (R)",18,"sa3006910",680718,"Addison Barger (Blue Jays (R))"
"Ryan Scott","Red Sox (A+)",24,"sa918042",643527,"Ryan Scott (Red Sox (A+))"
"Jose Colon","Rockies (R)",17,"sa3005520",678475,"Jose Colon (Rockies (R))"
"Reidy Mercado","Indians/Brewers (R)",17,"sa3005612",680586,"Reidy Mercado (Indians/Brewers (R))"
"Eric Wagaman","Yankees (A-)",20,"sa3002875",676572,"Eric Wagaman (Yankees (A-))"
"Julio De La Cruz","- - -",17,"sa3003224",678764,"Julio De La Cruz (- - -)"
"Rob Calabrese","Giants (A)",22,"sa3004728",676643,"Rob Calabrese (Giants (A))"
"Luis Vazquez","Cubs (A-)",18,"sa3005131",676679,"Luis Vazquez (Cubs (A-))"
"Sean Reynolds","Marlins (A-)",20,"sa917966",669308,"Sean Reynolds (Marlins (A-))"
"Starling Heredia","- - -",19,"sa917328",665752,"Starling Heredia (- - -)"
"Evan Skoug","White Sox (A)",22,"sa829713",656967,"Evan Skoug (White Sox (A))"
"Andres Chaparro","Yankees (A-)",19,"sa916976",665953,"Andres Chaparro (Yankees (A-))"
"Brailin Pena","Cubs (R)",17,"sa3005765",678792,"Brailin Pena (Cubs (R))"
"Dillon Dobson","- - -",24,"sa875376",664174,"Dillon Dobson (- - -)"
"Raymond Mora","Phillies (R)",17,"sa3002698",672528,"Raymond Mora (Phillies (R))"
"Sharif Othman","- - -",29,"sa578858",607670,"Sharif Othman (- - -)"
"Ryan Scott","- - -",23,"sa738447",643527,"Ryan Scott (- - -)"
"Jeffry Parra","Giants (A)",20,"sa918541",670399,"Jeffry Parra (Giants (A))"
"Antonio Nunez","Astros (AAA)",25,"sa829188",657701,"Antonio Nunez (Astros (AAA))"
"Pat McInerney","- - -",23,"sa3004078",677213,"Pat McInerney (- - -)"
"Isaias Leon","Rangers (R)",18,"sa3003220",672464,"Isaias Leon (Rangers (R))"
"Logan Moore","Phillies (AAA)",27,"sa598265",607355,"Logan Moore (Phillies (AAA))"
"Jay Feliciano","Brewers (A)",22,"sa881295",664742,"Jay Feliciano (Brewers (A))"
"Giuseppe Peguero","Phillies (R)",18,"sa3005801",681748,"Giuseppe Peguero (Phillies (R))"
"Emmanuel Tapia","Indians (A+)",22,"sa736698",642268,"Emmanuel Tapia (Indians (A+))"
"Brendan Venter","- - -",21,"sa3007645",681016,"Brendan Venter (- - -)"
"Austin Upshaw","- - -",21,"sa3004498",657067,"Austin Upshaw (- - -)"
"B.J. Lopez","- - -",23,"sa694185",625439,"B.J. Lopez (- - -)"
"Michael Papierski","Astros (A)",22,"sa829203",657709,"Michael Papierski (Astros (A))"
"Austin Bernard","Rockies (A)",22,"sa3004510",676640,"Austin Bernard (Rockies (A))"
"Chase Vallot","- - -",21,"sa828684",657072,"Chase Vallot (- - -)"
"Luis Ayala","Cubs (A+)",22,"sa826649",644365,"Luis Ayala (Cubs (A+))"
"Matt Oberste","- - -",26,"sa737845",643473,"Matt Oberste (- - -)"
"Luis Almanzar","- - -",18,"sa970515",666799,"Luis Almanzar (- - -)"
"Osvaldo Abreu","Nationals (AA)",24,"sa657398",622435,"Osvaldo Abreu (Nationals (AA))"
"Matt Rose","White Sox (AA)",23,"sa658586",623457,"Matt Rose (White Sox (AA))"
"Heiker Meneses","- - -",26,"sa506229",542344,"Heiker Meneses (- - -)"
"Nick Basto","- - -",24,"sa657998",621007,"Nick Basto (- - -)"
"Adrian Rondon","- - -",19,"sa877519",660632,"Adrian Rondon (- - -)"
"Montrell Marshall","Reds (A)",22,"sa829051",656684,"Montrell Marshall (Reds (A))"
"Carlos Goris","- - -",17,"sa3005604",679755,"Carlos Goris (- - -)"
"Chris DeVito","Royals (A+)",23,"sa918117",670049,"Chris DeVito (Royals (A+))"
"Collin Theroux","Athletics (A+)",24,"sa876102",657267,"Collin Theroux (Athletics (A+))"
"Will Benson","Indians (A)",20,"sa917927",666181,"Will Benson (Indians (A))"
"Edwin Lora","Nationals (A+)",22,"sa737245",642713,"Edwin Lora (Nationals (A+))"
"Michael Hernandez","- - -",23,"sa873626",669905,"Michael Hernandez (- - -)"
"Billy Cooke","- - -",22,"sa3003963",676623,"Billy Cooke (- - -)"
"Andrew Ely","- - -",25,"sa829591",657568,"Andrew Ely (- - -)"
"Junior Perez","Padres (R)",16,"sa3005744",678577,"Junior Perez (Padres (R))"
"Rigoberto Terrazas","Mets (A)",22,"sa827958",645311,"Rigoberto Terrazas (Mets (A))"
"Andres Rosario","White Sox (R)",19,"sa3005791",680591,"Andres Rosario (White Sox (R))"
"Kenny Hernandez","Mets (R)",19,"sa872522",660660,"Kenny Hernandez (Mets (R))"
"Samy Apolinar","Angels (R)",20,"sa3005474",673880,"Samy Apolinar (Angels (R))"
"Darwin Alvarado","- - -",19,"sa917013",665860,"Darwin Alvarado (- - -)"
"Bubba Hollins","- - -",22,"sa829697",657617,"Bubba Hollins (- - -)"
"Jeff Arnold","- - -",30,"sa549361",594740,"Jeff Arnold (- - -)"
"Ulysses Cantu","Indians (A)",20,"sa918089",668784,"Ulysses Cantu (Indians (A))"
"Braxton Davidson","Braves (A+)",22,"sa828679",656352,"Braxton Davidson (Braves (A+))"
"Rolando Espinosa","Astros (R)",17,"sa3005774",678849,"Rolando Espinosa (Astros (R))"
"Ronny Rojas","Yankees (R)",16,"sa3005530",678604,"Ronny Rojas (Yankees (R))"
"Cole Brannen","- - -",19,"sa3004616",669447,"Cole Brannen (- - -)"
"Adrian Antunez","Padres (R)",19,"sa3002861",672869,"Adrian Antunez (Padres (R))"
"Adderlin Santana","Angels (R)",18,"sa3003337",672797,"Adderlin Santana (Angels (R))"
"Dale Burdick","- - -",22,"sa829841",656269,"Dale Burdick (- - -)"
"Hector Vizcaino","Orioles (R)",18,"sa3005505",678356,"Hector Vizcaino (Orioles (R))"
"Asmin Bautista","Braves (R)",17,"sa3005714",677566,"Asmin Bautista (Braves (R))"
"Denny Daza","Red Sox (R)",17,"sa3005534",678634,"Denny Daza (Red Sox (R))"
"Sam McMillan","Tigers (A-)",19,"sa3004277",675913,"Sam McMillan (Tigers (A-))"
"Austin O'Banion","- - -",22,"sa919007",670279,"Austin O'Banion (- - -)"
"Gareth Morgan","- - -",22,"sa828708",601712,"Gareth Morgan (- - -)"
"Jan Cabrera","Mets (R)",17,"sa3006437",680927,"Jan Cabrera (Mets (R))"
"Hidekel Gonzalez","- - -",21,"sa828332",650507,"Hidekel Gonzalez (- - -)"
"Harrison Wenson","- - -",23,"sa738936",643599,"Harrison Wenson (- - -)"
